CodMun,REGIAO,COD UF,UF,NOME MUNIC,POP EST,CLASSE POP
4210605,4 - Sul,42,Santa Catarina,Massaranduba,16916,3 - 10001 até 20000
4210704,4 - Sul,42,Santa Catarina,Matos Costa,2520,1 - Até 5000
4210803,4 - Sul,42,Santa Catarina,Meleiro,7015,2 - 5001 até 10000
4210852,4 - Sul,42,Santa Catarina,Mirim Doce,2309,1 - Até 5000
4210902,4 - Sul,42,Santa Catarina,Modelo,4209,1 - Até 5000
4211009,4 - Sul,42,Santa Catarina,Mondaí,11742,3 - 10001 até 20000
4211058,4 - Sul,42,Santa Catarina,Monte Carlo,9866,2 - 5001 até 10000
4211108,4 - Sul,42,Santa Catarina,Monte Castelo,8275,2 - 5001 até 10000
4211207,4 - Sul,42,Santa Catarina,Morro da Fumaça,17796,3 - 10001 até 20000
4211256,4 - Sul,42,Santa Catarina,Morro Grande,2893,1 - Até 5000
4211306,4 - Sul,42,Santa Catarina,Navegantes,81475,5 - 50001 até 100000
4211405,4 - Sul,42,Santa Catarina,Nova Erechim,5019,2 - 5001 até 10000
4211454,4 - Sul,42,Santa Catarina,Nova Itaberaba,4331,1 - Até 5000
4211504,4 - Sul,42,Santa Catarina,Nova Trento,14549,3 - 10001 até 20000
4211603,4 - Sul,42,Santa Catarina,Nova Veneza,15166,3 - 10001 até 20000
4211652,4 - Sul,42,Santa Catarina,Novo Horizonte,2442,1 - Até 5000
4211702,4 - Sul,42,Santa Catarina,Orleans,22912,4 - 20001 até 50000
4211751,4 - Sul,42,Santa Catarina,Otacílio Costa,18744,3 - 10001 até 20000
4211801,4 - Sul,42,Santa Catarina,Ouro,7295,2 - 5001 até 10000
4211850,4 - Sul,42,Santa Catarina,Ouro Verde,2217,1 - Até 5000
4211876,4 - Sul,42,Santa Catarina,Paial,1505,1 - Até 5000
4211892,4 - Sul,42,Santa Catarina,Painel,2359,1 - Até 5000
4211900,4 - Sul,42,Santa Catarina,Palhoça,171797,6 - 100001 até 500000
4212007,4 - Sul,42,Santa Catarina,Palma Sola,7423,2 - 5001 até 10000
4212056,4 - Sul,42,Santa Catarina,Palmeira,2627,1 - Até 5000
4212106,4 - Sul,42,Santa Catarina,Palmitos,16169,3 - 10001 até 20000
4212205,4 - Sul,42,Santa Catarina,Papanduva,19320,3 - 10001 até 20000
4212239,4 - Sul,42,Santa Catarina,Paraíso,3437,1 - Até 5000
4212254,4 - Sul,42,Santa Catarina,Passo de Torres,8823,2 - 5001 até 10000
4212270,4 - Sul,42,Santa Catarina,Passos Maia,4147,1 - Até 5000
4212304,4 - Sul,42,Santa Catarina,Paulo Lopes,7494,2 - 5001 até 10000
4212403,4 - Sul,42,Santa Catarina,Pedras Grandes,3976,1 - Até 5000
4212502,4 - Sul,42,Santa Catarina,Penha,32531,4 - 20001 até 50000
4212601,4 - Sul,42,Santa Catarina,Peritiba,2787,1 - Até 5000
4212650,4 - Sul,42,Santa Catarina,Pescaria Brava,10091,3 - 10001 até 20000
4212700,4 - Sul,42,Santa Catarina,Petrolândia,5937,2 - 5001 até 10000
4212809,4 - Sul,42,Santa Catarina,Balneário Piçarras,23147,4 - 20001 até 50000
4212908,4 - Sul,42,Santa Catarina,Pinhalzinho,20313,4 - 20001 até 50000
4213005,4 - Sul,42,Santa Catarina,Pinheiro Preto,3555,1 - Até 5000
4213104,4 - Sul,42,Santa Catarina,Piratuba,3854,1 - Até 5000
4213153,4 - Sul,42,Santa Catarina,Planalto Alegre,2870,1 - Até 5000
4213203,4 - Sul,42,Santa Catarina,Pomerode,33447,4 - 20001 até 50000
4213302,4 - Sul,42,Santa Catarina,Ponte Alta,4682,1 - Até 5000
4213351,4 - Sul,42,Santa Catarina,Ponte Alta do Norte,3414,1 - Até 5000
4213401,4 - Sul,42,Santa Catarina,Ponte Serrada,11593,3 - 10001 até 20000
4213500,4 - Sul,42,Santa Catarina,Porto Belo,21388,4 - 20001 até 50000
4213609,4 - Sul,42,Santa Catarina,Porto União,35398,4 - 20001 até 50000
4213708,4 - Sul,42,Santa Catarina,Pouso Redondo,17453,3 - 10001 até 20000
4213807,4 - Sul,42,Santa Catarina,Praia Grande,7319,2 - 5001 até 10000
4213906,4 - Sul,42,Santa Catarina,Presidente Castello Branco,1568,1 - Até 5000
4214003,4 - Sul,42,Santa Catarina,Presidente Getúlio,17471,3 - 10001 até 20000
4214102,4 - Sul,42,Santa Catarina,Presidente Nereu,2287,1 - Até 5000
4214151,4 - Sul,42,Santa Catarina,Princesa,2924,1 - Até 5000
4214201,4 - Sul,42,Santa Catarina,Quilombo,9887,2 - 5001 até 10000
4214300,4 - Sul,42,Santa Catarina,Rancho Queimado,2878,1 - Até 5000
4214409,4 - Sul,42,Santa Catarina,Rio das Antas,6205,2 - 5001 até 10000
4214508,4 - Sul,42,Santa Catarina,Rio do Campo,5940,2 - 5001 até 10000
4214607,4 - Sul,42,Santa Catarina,Rio do Oeste,7489,2 - 5001 até 10000
4214706,4 - Sul,42,Santa Catarina,Rio dos Cedros,11676,3 - 10001 até 20000
4214805,4 - Sul,42,Santa Catarina,Rio do Sul,71061,5 - 50001 até 100000
4214904,4 - Sul,42,Santa Catarina,Rio Fortuna,4611,1 - Até 5000
4215000,4 - Sul,42,Santa Catarina,Rio Negrinho,42302,4 - 20001 até 50000
4215059,4 - Sul,42,Santa Catarina,Rio Rufino,2483,1 - Até 5000
4215075,4 - Sul,42,Santa Catarina,Riqueza,4598,1 - Até 5000
4215109,4 - Sul,42,Santa Catarina,Rodeio,11551,3 - 10001 até 20000
4215208,4 - Sul,42,Santa Catarina,Romelândia,4786,1 - Até 5000
4215307,4 - Sul,42,Santa Catarina,Salete,7642,2 - 5001 até 10000
4215356,4 - Sul,42,Santa Catarina,Saltinho,3781,1 - Até 5000
4215406,4 - Sul,42,Santa Catarina,Salto Veloso,4718,1 - Até 5000
4215455,4 - Sul,42,Santa Catarina,Sangão,12678,3 - 10001 até 20000
4215505,4 - Sul,42,Santa Catarina,Santa Cecília,16830,3 - 10001 até 20000
4215554,4 - Sul,42,Santa Catarina,Santa Helena,2223,1 - Até 5000
4215604,4 - Sul,42,Santa Catarina,Santa Rosa de Lima,2142,1 - Até 5000
4215653,4 - Sul,42,Santa Catarina,Santa Rosa do Sul,8358,2 - 5001 até 10000
4215679,4 - Sul,42,Santa Catarina,Santa Terezinha,8787,2 - 5001 até 10000
4215687,4 - Sul,42,Santa Catarina,Santa Terezinha do Progresso,2428,1 - Até 5000
4215695,4 - Sul,42,Santa Catarina,Santiago do Sul,1260,1 - Até 5000
4215703,4 - Sul,42,Santa Catarina,Santo Amaro da Imperatriz,23245,4 - 20001 até 50000
4215752,4 - Sul,42,Santa Catarina,São Bernardino,2336,1 - Até 5000
4215802,4 - Sul,42,Santa Catarina,São Bento do Sul,84507,5 - 50001 até 100000
4215901,4 - Sul,42,Santa Catarina,São Bonifácio,2838,1 - Até 5000
4216008,4 - Sul,42,Santa Catarina,São Carlos,11281,3 - 10001 até 20000
4216057,4 - Sul,42,Santa Catarina,São Cristovão do Sul,5549,2 - 5001 até 10000
4216107,4 - Sul,42,Santa Catarina,São Domingos,9445,2 - 5001 até 10000
4216206,4 - Sul,42,Santa Catarina,São Francisco do Sul,52721,5 - 50001 até 100000
4216255,4 - Sul,42,Santa Catarina,São João do Oeste,6381,2 - 5001 até 10000
4216305,4 - Sul,42,Santa Catarina,São João Batista,37424,4 - 20001 até 50000
4216354,4 - Sul,42,Santa Catarina,São João do Itaperiú,3733,1 - Até 5000
4216404,4 - Sul,42,Santa Catarina,São João do Sul,7297,2 - 5001 até 10000
4216503,4 - Sul,42,Santa Catarina,São Joaquim,26952,4 - 20001 até 50000
4216602,4 - Sul,42,Santa Catarina,São José,246586,6 - 100001 até 500000
4216701,4 - Sul,42,Santa Catarina,São José do Cedro,13829,3 - 10001 até 20000
4216800,4 - Sul,42,Santa Catarina,São José do Cerrito,8295,2 - 5001 até 10000
4216909,4 - Sul,42,Santa Catarina,São Lourenço do Oeste,24076,4 - 20001 até 50000
4217006,4 - Sul,42,Santa Catarina,São Ludgero,13410,3 - 10001 até 20000
4217105,4 - Sul,42,Santa Catarina,São Martinho,3180,1 - Até 5000
4217154,4 - Sul,42,Santa Catarina,São Miguel da Boa Vista,1820,1 - Até 5000
4217204,4 - Sul,42,Santa Catarina,São Miguel do Oeste,40482,4 - 20001 até 50000
4217253,4 - Sul,42,Santa Catarina,São Pedro de Alcântara,5823,2 - 5001 até 10000
4217303,4 - Sul,42,Santa Catarina,Saudades,9745,2 - 5001 até 10000
4217402,4 - Sul,42,Santa Catarina,Schroeder,21365,4 - 20001 até 50000
4217501,4 - Sul,42,Santa Catarina,Seara,17541,3 - 10001 até 20000
4217550,4 - Sul,42,Santa Catarina,Serra Alta,3263,1 - Até 5000
4217600,4 - Sul,42,Santa Catarina,Siderópolis,14007,3 - 10001 até 20000
4217709,4 - Sul,42,Santa Catarina,Sombrio,30374,4 - 20001 até 50000
4217758,4 - Sul,42,Santa Catarina,Sul Brasil,2461,1 - Até 5000
4217808,4 - Sul,42,Santa Catarina,Taió,18395,3 - 10001 até 20000
4217907,4 - Sul,42,Santa Catarina,Tangará,8676,2 - 5001 até 10000
4217956,4 - Sul,42,Santa Catarina,Tigrinhos,1633,1 - Até 5000
4218004,4 - Sul,42,Santa Catarina,Tijucas,38407,4 - 20001 até 50000
4218103,4 - Sul,42,Santa Catarina,Timbé do Sul,5348,2 - 5001 até 10000
4218202,4 - Sul,42,Santa Catarina,Timbó,44238,4 - 20001 até 50000
4218251,4 - Sul,42,Santa Catarina,Timbó Grande,7877,2 - 5001 até 10000
4218301,4 - Sul,42,Santa Catarina,Três Barras,19275,3 - 10001 até 20000
4218350,4 - Sul,42,Santa Catarina,Treviso,3929,1 - Até 5000
4218400,4 - Sul,42,Santa Catarina,Treze de Maio,7081,2 - 5001 até 10000
4218509,4 - Sul,42,Santa Catarina,Treze Tílias,7840,2 - 5001 até 10000
4218608,4 - Sul,42,Santa Catarina,Trombudo Central,7360,2 - 5001 até 10000
4218707,4 - Sul,42,Santa Catarina,Tubarão,105686,6 - 100001 até 500000
4218756,4 - Sul,42,Santa Catarina,Tunápolis,4543,1 - Até 5000
4218806,4 - Sul,42,Santa Catarina,Turvo,12899,3 - 10001 até 20000
4218855,4 - Sul,42,Santa Catarina,União do Oeste,2464,1 - Até 5000
4218905,4 - Sul,42,Santa Catarina,Urubici,11235,3 - 10001 até 20000
4218954,4 - Sul,42,Santa Catarina,Urupema,2465,1 - Até 5000
4219002,4 - Sul,42,Santa Catarina,Urussanga,21268,4 - 20001 até 50000
4219101,4 - Sul,42,Santa Catarina,Vargeão,3573,1 - Até 5000
4219150,4 - Sul,42,Santa Catarina,Vargem,2477,1 - Até 5000
4219176,4 - Sul,42,Santa Catarina,Vargem Bonita,4492,1 - Até 5000
4219200,4 - Sul,42,Santa Catarina,Vidal Ramos,6338,2 - 5001 até 10000
4219309,4 - Sul,42,Santa Catarina,Videira,53065,5 - 50001 até 100000
4219358,4 - Sul,42,Santa Catarina,Vitor Meireles,4979,1 - Até 5000
4219408,4 - Sul,42,Santa Catarina,Witmarsum,3965,1 - Até 5000
4219507,4 - Sul,42,Santa Catarina,Xanxerê,50982,5 - 50001 até 100000
4219606,4 - Sul,42,Santa Catarina,Xavantina,3933,1 - Até 5000
4219705,4 - Sul,42,Santa Catarina,Xaxim,28706,4 - 20001 até 50000
4219853,4 - Sul,42,Santa Catarina,Zortéa,3363,1 - Até 5000
4220000,4 - Sul,42,Santa Catarina,Balneário Rincão,12760,3 - 10001 até 20000
4300034,4 - Sul,43,Rio Grande do Sul,Aceguá,4901,1 - Até 5000
4300059,4 - Sul,43,Rio Grande do Sul,Água Santa,3748,1 - Até 5000
4300109,4 - Sul,43,Rio Grande do Sul,Agudo,16461,3 - 10001 até 20000
4300208,4 - Sul,43,Rio Grande do Sul,Ajuricaba,7024,2 - 5001 até 10000
4300307,4 - Sul,43,Rio Grande do Sul,Alecrim,5950,2 - 5001 até 10000
4300406,4 - Sul,43,Rio Grande do Sul,Alegrete,73589,5 - 50001 até 100000
4300455,4 - Sul,43,Rio Grande do Sul,Alegria,3464,1 - Até 5000
4300471,4 - Sul,43,Rio Grande do Sul,Almirante Tamandaré do Sul,1964,1 - Até 5000
4300505,4 - Sul,43,Rio Grande do Sul,Alpestre,6258,2 - 5001 até 10000
4300554,4 - Sul,43,Rio Grande do Sul,Alto Alegre,1638,1 - Até 5000
4300570,4 - Sul,43,Rio Grande do Sul,Alto Feliz,3028,1 - Até 5000
4300604,4 - Sul,43,Rio Grande do Sul,Alvorada,210305,6 - 100001 até 500000
4300638,4 - Sul,43,Rio Grande do Sul,Amaral Ferrador,7031,2 - 5001 até 10000
4300646,4 - Sul,43,Rio Grande do Sul,Ametista do Sul,7409,2 - 5001 até 10000
4300661,4 - Sul,43,Rio Grande do Sul,André da Rocha,1333,1 - Até 5000
4300703,4 - Sul,43,Rio Grande do Sul,Anta Gorda,5981,2 - 5001 até 10000
4300802,4 - Sul,43,Rio Grande do Sul,Antônio Prado,13050,3 - 10001 até 20000
4300851,4 - Sul,43,Rio Grande do Sul,Arambaré,3581,1 - Até 5000
4300877,4 - Sul,43,Rio Grande do Sul,Araricá,5698,2 - 5001 até 10000
4300901,4 - Sul,43,Rio Grande do Sul,Aratiba,6235,2 - 5001 até 10000
4301008,4 - Sul,43,Rio Grande do Sul,Arroio do Meio,20805,4 - 20001 até 50000
4301057,4 - Sul,43,Rio Grande do Sul,Arroio do Sal,10065,3 - 10001 até 20000
4301073,4 - Sul,43,Rio Grande do Sul,Arroio do Padre,2937,1 - Até 5000
4301107,4 - Sul,43,Rio Grande do Sul,Arroio dos Ratos,14151,3 - 10001 até 20000
4301206,4 - Sul,43,Rio Grande do Sul,Arroio do Tigre,13373,3 - 10001 até 20000
4301305,4 - Sul,43,Rio Grande do Sul,Arroio Grande,18293,3 - 10001 até 20000
4301404,4 - Sul,43,Rio Grande do Sul,Arvorezinha,10424,3 - 10001 até 20000
4301503,4 - Sul,43,Rio Grande do Sul,Augusto Pestana,6661,2 - 5001 até 10000
4301552,4 - Sul,43,Rio Grande do Sul,Áurea,3554,1 - Até 5000
4301602,4 - Sul,43,Rio Grande do Sul,Bagé,121143,6 - 100001 até 500000
4301636,4 - Sul,43,Rio Grande do Sul,Balneário Pinhal,14068,3 - 10001 até 20000
4301651,4 - Sul,43,Rio Grande do Sul,Barão,6171,2 - 5001 até 10000
4301701,4 - Sul,43,Rio Grande do Sul,Barão de Cotegipe,6623,2 - 5001 até 10000
4301750,4 - Sul,43,Rio Grande do Sul,Barão do Triunfo,7487,2 - 5001 até 10000
4301800,4 - Sul,43,Rio Grande do Sul,Barracão,5275,2 - 5001 até 10000
4301859,4 - Sul,43,Rio Grande do Sul,Barra do Guarita,3248,1 - Até 5000
4301875,4 - Sul,43,Rio Grande do Sul,Barra do Quaraí,4215,1 - Até 5000
4301909,4 - Sul,43,Rio Grande do Sul,Barra do Ribeiro,13491,3 - 10001 até 20000
4301925,4 - Sul,43,Rio Grande do Sul,Barra do Rio Azul,1690,1 - Até 5000
4301958,4 - Sul,43,Rio Grande do Sul,Barra Funda,2539,1 - Até 5000
4302006,4 - Sul,43,Rio Grande do Sul,Barros Cassal,11199,3 - 10001 até 20000
4302055,4 - Sul,43,Rio Grande do Sul,Benjamin Constant do Sul,1994,1 - Até 5000
4302105,4 - Sul,43,Rio Grande do Sul,Bento Gonçalves,120454,6 - 100001 até 500000
4302154,4 - Sul,43,Rio Grande do Sul,Boa Vista das Missões,2098,1 - Até 5000
4302204,4 - Sul,43,Rio Grande do Sul,Boa Vista do Buricá,6712,2 - 5001 até 10000
4302220,4 - Sul,43,Rio Grande do Sul,Boa Vista do Cadeado,2470,1 - Até 5000
4302238,4 - Sul,43,Rio Grande do Sul,Boa Vista do Incra,2603,1 - Até 5000
4302253,4 - Sul,43,Rio Grande do Sul,Boa Vista do Sul,2783,1 - Até 5000
4302303,4 - Sul,43,Rio Grande do Sul,Bom Jesus,11349,3 - 10001 até 20000
4302352,4 - Sul,43,Rio Grande do Sul,Bom Princípio,14055,3 - 10001 até 20000
4302378,4 - Sul,43,Rio Grande do Sul,Bom Progresso,1942,1 - Até 5000
4302402,4 - Sul,43,Rio Grande do Sul,Bom Retiro do Sul,12328,3 - 10001 até 20000
4302451,4 - Sul,43,Rio Grande do Sul,Boqueirão do Leão,7714,2 - 5001 até 10000
4302501,4 - Sul,43,Rio Grande do Sul,Bossoroca,6279,2 - 5001 até 10000
4302584,4 - Sul,43,Rio Grande do Sul,Bozano,2123,1 - Até 5000
4302600,4 - Sul,43,Rio Grande do Sul,Braga,3353,1 - Até 5000
4302659,4 - Sul,43,Rio Grande do Sul,Brochier,5074,2 - 5001 até 10000
4302709,4 - Sul,43,Rio Grande do Sul,Butiá,20941,4 - 20001 até 50000
4302808,4 - Sul,43,Rio Grande do Sul,Caçapava do Sul,33624,4 - 20001 até 50000
4302907,4 - Sul,43,Rio Grande do Sul,Cacequi,12561,3 - 10001 até 20000
4303004,4 - Sul,43,Rio Grande do Sul,Cachoeira do Sul,82201,5 - 50001 até 100000
4303103,4 - Sul,43,Rio Grande do Sul,Cachoeirinha,130293,6 - 100001 até 500000
4303202,4 - Sul,43,Rio Grande do Sul,Cacique Doble,5065,2 - 5001 até 10000
4303301,4 - Sul,43,Rio Grande do Sul,Caibaté,4846,1 - Até 5000
4303400,4 - Sul,43,Rio Grande do Sul,Caiçara,4743,1 - Até 5000
4303509,4 - Sul,43,Rio Grande do Sul,Camaquã,66261,5 - 50001 até 100000
4303558,4 - Sul,43,Rio Grande do Sul,Camargo,2733,1 - Até 5000
4303608,4 - Sul,43,Rio Grande do Sul,Cambará do Sul,6431,2 - 5001 até 10000
4303673,4 - Sul,43,Rio Grande do Sul,Campestre da Serra,3388,1 - Até 5000
4303707,4 - Sul,43,Rio Grande do Sul,Campina das Missões,5474,2 - 5001 até 10000
4303806,4 - Sul,43,Rio Grande do Sul,Campinas do Sul,5454,2 - 5001 até 10000
4303905,4 - Sul,43,Rio Grande do Sul,Campo Bom,66712,5 - 50001 até 100000
4304002,4 - Sul,43,Rio Grande do Sul,Campo Novo,4484,1 - Até 5000
4304101,4 - Sul,43,Rio Grande do Sul,Campos Borges,3320,1 - Até 5000
4304200,4 - Sul,43,Rio Grande do Sul,Candelária,31365,4 - 20001 até 50000
4304309,4 - Sul,43,Rio Grande do Sul,Cândido Godói,6198,2 - 5001 até 10000
4304358,4 - Sul,43,Rio Grande do Sul,Candiota,9584,2 - 5001 até 10000
4304408,4 - Sul,43,Rio Grande do Sul,Canela,44998,4 - 20001 até 50000
4304507,4 - Sul,43,Rio Grande do Sul,Canguçu,56045,5 - 50001 até 100000
4304606,4 - Sul,43,Rio Grande do Sul,Canoas,346616,6 - 100001 até 500000
4304614,4 - Sul,43,Rio Grande do Sul,Canudos do Vale,1716,1 - Até 5000
4304622,4 - Sul,43,Rio Grande do Sul,Capão Bonito do Sul,1654,1 - Até 5000
4304630,4 - Sul,43,Rio Grande do Sul,Capão da Canoa,53049,5 - 50001 até 100000
4304655,4 - Sul,43,Rio Grande do Sul,Capão do Cipó,3651,1 - Até 5000
4304663,4 - Sul,43,Rio Grande do Sul,Capão do Leão,25354,4 - 20001 até 50000
4304671,4 - Sul,43,Rio Grande do Sul,Capivari do Sul,4660,1 - Até 5000
4304689,4 - Sul,43,Rio Grande do Sul,Capela de Santana,11940,3 - 10001 até 20000
4304697,4 - Sul,43,Rio Grande do Sul,Capitão,2757,1 - Até 5000
4304705,4 - Sul,43,Rio Grande do Sul,Carazinho,62110,5 - 50001 até 100000
4304713,4 - Sul,43,Rio Grande do Sul,Caraá,8270,2 - 5001 até 10000
4304804,4 - Sul,43,Rio Grande do Sul,Carlos Barbosa,29833,4 - 20001 até 50000
4304853,4 - Sul,43,Rio Grande do Sul,Carlos Gomes,1377,1 - Até 5000
4304903,4 - Sul,43,Rio Grande do Sul,Casca,9031,2 - 5001 até 10000
4304952,4 - Sul,43,Rio Grande do Sul,Caseiros,3202,1 - Até 5000
4305009,4 - Sul,43,Rio Grande do Sul,Catuípe,8774,2 - 5001 até 10000
4305108,4 - Sul,43,Rio Grande do Sul,Caxias do Sul,510906,7 - Maior que 500000
4305116,4 - Sul,43,Rio Grande do Sul,Centenário,2891,1 - Até 5000
4305124,4 - Sul,43,Rio Grande do Sul,Cerrito,6091,2 - 5001 até 10000
4305132,4 - Sul,43,Rio Grande do Sul,Cerro Branco,4691,1 - Até 5000
4305157,4 - Sul,43,Rio Grande do Sul,Cerro Grande,2311,1 - Até 5000
4305173,4 - Sul,43,Rio Grande do Sul,Cerro Grande do Sul,12239,3 - 10001 até 20000
4305207,4 - Sul,43,Rio Grande do Sul,Cerro Largo,14133,3 - 10001 até 20000
4305306,4 - Sul,43,Rio Grande do Sul,Chapada,9269,2 - 5001 até 10000
4305355,4 - Sul,43,Rio Grande do Sul,Charqueadas,40789,4 - 20001 até 50000
4305371,4 - Sul,43,Rio Grande do Sul,Charrua,3279,1 - Até 5000
4305405,4 - Sul,43,Rio Grande do Sul,Chiapetta,3756,1 - Até 5000
4305439,4 - Sul,43,Rio Grande do Sul,Chuí,6704,2 - 5001 até 10000
4305447,4 - Sul,43,Rio Grande do Sul,Chuvisca,5441,2 - 5001 até 10000
4305454,4 - Sul,43,Rio Grande do Sul,Cidreira,16254,3 - 10001 até 20000
4305504,4 - Sul,43,Rio Grande do Sul,Ciríaco,4747,1 - Até 5000
4305587,4 - Sul,43,Rio Grande do Sul,Colinas,2438,1 - Até 5000
4305603,4 - Sul,43,Rio Grande do Sul,Colorado,3175,1 - Até 5000
4305702,4 - Sul,43,Rio Grande do Sul,Condor,6753,2 - 5001 até 10000
4305801,4 - Sul,43,Rio Grande do Sul,Constantina,9911,2 - 5001 até 10000
4305835,4 - Sul,43,Rio Grande do Sul,Coqueiro Baixo,1501,1 - Até 5000
4305850,4 - Sul,43,Rio Grande do Sul,Coqueiros do Sul,2306,1 - Até 5000
4305871,4 - Sul,43,Rio Grande do Sul,Coronel Barros,2519,1 - Até 5000
4305900,4 - Sul,43,Rio Grande do Sul,Coronel Bicaco,7325,2 - 5001 até 10000
4305934,4 - Sul,43,Rio Grande do Sul,Coronel Pilar,1628,1 - Até 5000
4305959,4 - Sul,43,Rio Grande do Sul,Cotiporã,3853,1 - Até 5000
4305975,4 - Sul,43,Rio Grande do Sul,Coxilha,2756,1 - Até 5000
4306007,4 - Sul,43,Rio Grande do Sul,Crissiumal,13448,3 - 10001 até 20000
4306056,4 - Sul,43,Rio Grande do Sul,Cristal,8009,2 - 5001 até 10000
4306072,4 - Sul,43,Rio Grande do Sul,Cristal do Sul,2847,1 - Até 5000
4306106,4 - Sul,43,Rio Grande do Sul,Cruz Alta,60299,5 - 50001 até 100000
4306130,4 - Sul,43,Rio Grande do Sul,Cruzaltense,1833,1 - Até 5000
4306205,4 - Sul,43,Rio Grande do Sul,Cruzeiro do Sul,12348,3 - 10001 até 20000
4306304,4 - Sul,43,Rio Grande do Sul,David Canabarro,4740,1 - Até 5000
4306320,4 - Sul,43,Rio Grande do Sul,Derrubadas,2805,1 - Até 5000
4306353,4 - Sul,43,Rio Grande do Sul,Dezesseis de Novembro,2427,1 - Até 5000
4306379,4 - Sul,43,Rio Grande do Sul,Dilermando de Aguiar,3014,1 - Até 5000
4306403,4 - Sul,43,Rio Grande do Sul,Dois Irmãos,32671,4 - 20001 até 50000
4306429,4 - Sul,43,Rio Grande do Sul,Dois Irmãos das Missões,2026,1 - Até 5000
4306452,4 - Sul,43,Rio Grande do Sul,Dois Lajeados,3400,1 - Até 5000
4306502,4 - Sul,43,Rio Grande do Sul,Dom Feliciano,15414,3 - 10001 até 20000
4306551,4 - Sul,43,Rio Grande do Sul,Dom Pedro de Alcântara,2534,1 - Até 5000
4306601,4 - Sul,43,Rio Grande do Sul,Dom Pedrito,38461,4 - 20001 até 50000
4306700,4 - Sul,43,Rio Grande do Sul,Dona Francisca,3041,1 - Até 5000
4306734,4 - Sul,43,Rio Grande do Sul,Doutor Maurício Cardoso,4549,1 - Até 5000
4306759,4 - Sul,43,Rio Grande do Sul,Doutor Ricardo,1983,1 - Até 5000
4306767,4 - Sul,43,Rio Grande do Sul,Eldorado do Sul,41285,4 - 20001 até 50000
4306809,4 - Sul,43,Rio Grande do Sul,Encantado,22706,4 - 20001 até 50000
4306908,4 - Sul,43,Rio Grande do Sul,Encruzilhada do Sul,25877,4 - 20001 até 50000
4306924,4 - Sul,43,Rio Grande do Sul,Engenho Velho,1034,1 - Até 5000
4306932,4 - Sul,43,Rio Grande do Sul,Entre-Ijuís,8475,2 - 5001 até 10000
4306957,4 - Sul,43,Rio Grande do Sul,Entre Rios do Sul,2792,1 - Até 5000
4306973,4 - Sul,43,Rio Grande do Sul,Erebango,2991,1 - Até 5000
4307005,4 - Sul,43,Rio Grande do Sul,Erechim,105862,6 - 100001 até 500000
4307054,4 - Sul,43,Rio Grande do Sul,Ernestina,3168,1 - Até 5000
4307104,4 - Sul,43,Rio Grande do Sul,Herval,6821,2 - 5001 até 10000
4307203,4 - Sul,43,Rio Grande do Sul,Erval Grande,4859,1 - Até 5000
4307302,4 - Sul,43,Rio Grande do Sul,Erval Seco,6912,2 - 5001 até 10000
4307401,4 - Sul,43,Rio Grande do Sul,Esmeralda,3282,1 - Até 5000
4307450,4 - Sul,43,Rio Grande do Sul,Esperança do Sul,2926,1 - Até 5000
4307500,4 - Sul,43,Rio Grande do Sul,Espumoso,15588,3 - 10001 até 20000
4307559,4 - Sul,43,Rio Grande do Sul,Estação,5958,2 - 5001 até 10000
4307609,4 - Sul,43,Rio Grande do Sul,Estância Velha,50022,5 - 50001 até 100000
4307708,4 - Sul,43,Rio Grande do Sul,Esteio,83202,5 - 50001 até 100000
4307807,4 - Sul,43,Rio Grande do Sul,Estrela,34116,4 - 20001 até 50000
4307815,4 - Sul,43,Rio Grande do Sul,Estrela Velha,3655,1 - Até 5000
4307831,4 - Sul,43,Rio Grande do Sul,Eugênio de Castro,2396,1 - Até 5000
4307864,4 - Sul,43,Rio Grande do Sul,Fagundes Varela,2731,1 - Até 5000
4307906,4 - Sul,43,Rio Grande do Sul,Farroupilha,72331,5 - 50001 até 100000
4308003,4 - Sul,43,Rio Grande do Sul,Faxinal do Soturno,6677,2 - 5001 até 10000
4308052,4 - Sul,43,Rio Grande do Sul,Faxinalzinho,2315,1 - Até 5000
4308078,4 - Sul,43,Rio Grande do Sul,Fazenda Vilanova,4533,1 - Até 5000
4308102,4 - Sul,43,Rio Grande do Sul,Feliz,13547,3 - 10001 até 20000
4308201,4 - Sul,43,Rio Grande do Sul,Flores da Cunha,30745,4 - 20001 até 50000
4308250,4 - Sul,43,Rio Grande do Sul,Floriano Peixoto,1766,1 - Até 5000
4308300,4 - Sul,43,Rio Grande do Sul,Fontoura Xavier,10304,3 - 10001 até 20000
4308409,4 - Sul,43,Rio Grande do Sul,Formigueiro,6664,2 - 5001 até 10000
4308433,4 - Sul,43,Rio Grande do Sul,Forquetinha,2412,1 - Até 5000
4308458,4 - Sul,43,Rio Grande do Sul,Fortaleza dos Valos,4320,1 - Até 5000
4308508,4 - Sul,43,Rio Grande do Sul,Frederico Westphalen,31313,4 - 20001 até 50000
4308607,4 - Sul,43,Rio Grande do Sul,Garibaldi,35070,4 - 20001 até 50000
4308656,4 - Sul,43,Rio Grande do Sul,Garruchos,2924,1 - Até 5000
4308706,4 - Sul,43,Rio Grande do Sul,Gaurama,5534,2 - 5001 até 10000
4308805,4 - Sul,43,Rio Grande do Sul,General Câmara,8385,2 - 5001 até 10000
